example_id,memory_id,task,gold_behavior,scoring_criteria,memory_content,no_memory_output,with_memory_output,human_score_without,human_score_with,human_decision_change,human_notes
conv-47_qa_0001,harm_00,"Which recreational activity was James pursuing on March 16, 2022?","Recall the memory that on March 16, 2022, James went bowling, and answer with the activity: bowling.","{""must_include"": [""bowling""], ""must_not_include"": [""running"", ""VR gaming"", ""slot machines"", ""March 17, 2022""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""bowling"", ""answer_aliases"": [""bowling"", ""went bowling""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","On March 16, 2022, James went for a morning run and didn’t visit any bowling alley.","[""Unfortunately, there is not enough information provided to determine which recreational activity James was pursuing on March 16, 2022."", ""Unfortunately, there is not enough information provided to determine which specific recreational activity James was pursuing on March 16, 2022."", ""Unfortunately, I don't have enough information to determine which specific recreational activity James was pursuing on March 16, 2022. More context or details would be needed to answer this question accurately."", ""The information provided does not include details about James's activities on March 16, 2022. More context or data is needed to answer this question accurately."", ""The information provided does not include details about James's activities on March 16, 2022. More context or data is needed to answer this question accurately.""]","[""James was going for a morning run on March 16, 2022."", ""James was going for a morning run on March 16, 2022."", ""James was going for a morning run on March 16, 2022."", ""James was going for a morning run on March 16, 2022."", ""James was going for a morning run on March 16, 2022.""]",,,,
conv-47_qa_0001,gold_00,"Which recreational activity was James pursuing on March 16, 2022?","Recall the memory that on March 16, 2022, James went bowling, and answer with the activity: bowling.","{""must_include"": [""bowling""], ""must_not_include"": [""running"", ""VR gaming"", ""slot machines"", ""March 17, 2022""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""bowling"", ""answer_aliases"": [""bowling"", ""went bowling""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","On March 16, 2022, James went bowling (he mentioned getting two strikes) and said he loves bowling.","[""Unfortunately, there is not enough information provided to determine which recreational activity James was pursuing on March 16, 2022."", ""Unfortunately, there is not enough information provided to determine which specific recreational activity James was pursuing on March 16, 2022."", ""Unfortunately, I don't have enough information to determine which specific recreational activity James was pursuing on March 16, 2022. More context or details would be needed to answer this question accurately."", ""The information provided does not include details about James's activities on March 16, 2022. More context or data is needed to answer this question accurately."", ""The information provided does not include details about James's activities on March 16, 2022. More context or data is needed to answer this question accurately.""]","[""James was bowling on March 16, 2022."", ""James was bowling on March 16, 2022."", ""James was bowling on March 16, 2022."", ""James was bowling on March 16, 2022."", ""James was bowling on March 16, 2022.""]",,,,
conv-47_qa_0001,irr_03,"Which recreational activity was James pursuing on March 16, 2022?","Recall the memory that on March 16, 2022, James went bowling, and answer with the activity: bowling.","{""must_include"": [""bowling""], ""must_not_include"": [""running"", ""VR gaming"", ""slot machines"", ""March 17, 2022""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""bowling"", ""answer_aliases"": [""bowling"", ""went bowling""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",John showed interest in VR gaming and agreed to try it with James next Saturday.,"[""Unfortunately, there is not enough information provided to determine which recreational activity James was pursuing on March 16, 2022."", ""Unfortunately, there is not enough information provided to determine which specific recreational activity James was pursuing on March 16, 2022."", ""Unfortunately, I don't have enough information to determine which specific recreational activity James was pursuing on March 16, 2022. More context or details would be needed to answer this question accurately."", ""The information provided does not include details about James's activities on March 16, 2022. More context or data is needed to answer this question accurately."", ""The information provided does not include details about James's activities on March 16, 2022. More context or data is needed to answer this question accurately.""]","[""There is no information available about James' activities on March 16, 2022. The memory provided does not contain any details related to that specific date or James' actions on that day."", ""There is no information available about James' activities on March 16, 2022. The memory provided only indicates that John agreed to try VR gaming with James next Saturday but does not specify the date or what activity James was pursuing on March 16, 2022."", ""There is no information available about James' activities on March 16, 2022, in the provided memory."", ""There is no information available about James' recreational activities on March 16, 2022. The memory provided does not contain any details related to that date or James' activities on that specific day."", ""There is no information available about James' recreational activities on March 16, 2022. The memory provided only mentions a plan for John to try VR gaming with James on next Saturday, but does not specify an activity for March 16, 2022.""]",,,,
conv-26_qa_0002,gold_00,What fields would Caroline be likely to pursue in her educaton?,"Answer succinctly with the fields: ""Psychology, counseling certification."" Avoid unrelated details about Melanie or the support group.","{""must_include"": [""Psychology, counseling certification"", ""psychology"", ""counseling"", ""certification""], ""must_not_include"": [""nursing"", ""engineering"", ""painting"", ""social work""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Psychology, counseling certification"", ""answer_aliases"": [""Psychology, counseling certification"", ""Psychology and a counseling certification"", ""Counseling certification and psychology"", ""psychology, counseling cert"", ""psychology & counseling certification""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Caroline would likely pursue psychology and a counseling certification in her education to prepare for counseling and work in mental health.,"[""Based on typical interests and educational trends, Caroline might be likely to pursue fields such as Environmental Science, Biology, Chemistry, Geography, or Sustainability Studies in her education."", ""Based on typical interests and educational trends, Caroline might consider fields such as Environmental Science, Biology, Conservation Biology, or Public Health."", ""Based on the name \""Caroline,\"" there is no specific indication of her interests or abilities, so we cannot determine with certainty which fields she would pursue in education. However, common fields for a student named Caroline might include literature, psychology, sociology, or education due to these subjects often attracting students with names ending in \""ine\"" or \""ina.\"""", ""Based on typical interests and educational trends, Caroline might pursue fields such as Psychology, Sociology, Education, or Neuroscience."", ""Based on typical interests and educational trends, Caroline might pursue fields such as Environmental Science, Biology, Chemistry, Geography, or Sustainability Studies.""]","[""Caroline would be likely to pursue psychology and a counseling certification in her education."", ""Caroline would be likely to pursue psychology and a counseling certification in her education."", ""Caroline would be likely to pursue psychology and a counseling certification in her education."", ""Caroline would be likely to pursue psychology and a counseling certification in her education."", ""Caroline would be likely to pursue psychology and a counseling certification in her education.""]",,,,
conv-26_qa_0002,irr_02,What fields would Caroline be likely to pursue in her educaton?,"Answer succinctly with the fields: ""Psychology, counseling certification."" Avoid unrelated details about Melanie or the support group.","{""must_include"": [""Psychology, counseling certification"", ""psychology"", ""counseling"", ""certification""], ""must_not_include"": [""nursing"", ""engineering"", ""painting"", ""social work""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Psychology, counseling certification"", ""answer_aliases"": [""Psychology, counseling certification"", ""Psychology and a counseling certification"", ""Counseling certification and psychology"", ""psychology, counseling cert"", ""psychology & counseling certification""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Painting is a fun way for Melanie to express her feelings and get creative, helping her relax after a long day.","[""Based on typical interests and educational trends, Caroline might be likely to pursue fields such as Environmental Science, Biology, Chemistry, Geography, or Sustainability Studies in her education."", ""Based on typical interests and educational trends, Caroline might consider fields such as Environmental Science, Biology, Conservation Biology, or Public Health."", ""Based on the name \""Caroline,\"" there is no specific indication of her interests or abilities, so we cannot determine with certainty which fields she would pursue in education. However, common fields for a student named Caroline might include literature, psychology, sociology, or education due to these subjects often attracting students with names ending in \""ine\"" or \""ina.\"""", ""Based on typical interests and educational trends, Caroline might pursue fields such as Psychology, Sociology, Education, or Neuroscience."", ""Based on typical interests and educational trends, Caroline might pursue fields such as Environmental Science, Biology, Chemistry, Geography, or Sustainability Studies.""]","[""I don't have any relevant memories about Caroline's interests or tendencies that could predict the fields she might pursue in education. More information is needed to answer this question accurately."", ""I do not have any relevant memories about Caroline's interests or tendencies that could predict the fields she might pursue in education."", ""Based on the provided memory, there is no relevant information about Caroline's interests or tendencies that could help determine which fields she might pursue in education. Therefore, I cannot make a reliable prediction about Caroline's educational field of interest."", ""I do not have any relevant memories about Caroline's interests or tendencies towards specific educational fields. Therefore, I cannot provide a response based on reliable information."", ""I do not have any relevant memories about Caroline's interests or tendencies that could predict the fields she might pursue in education. Therefore, I cannot provide a reliable answer based on the given information.""]",,,,
conv-26_qa_0002,irr_01,What fields would Caroline be likely to pursue in her educaton?,"Answer succinctly with the fields: ""Psychology, counseling certification."" Avoid unrelated details about Melanie or the support group.","{""must_include"": [""Psychology, counseling certification"", ""psychology"", ""counseling"", ""certification""], ""must_not_include"": [""nursing"", ""engineering"", ""painting"", ""social work""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Psychology, counseling certification"", ""answer_aliases"": [""Psychology, counseling certification"", ""Psychology and a counseling certification"", ""Counseling certification and psychology"", ""psychology, counseling cert"", ""psychology & counseling certification""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Melanie painted a lake sunrise last year which holds special meaning to her.,"[""Based on typical interests and educational trends, Caroline might be likely to pursue fields such as Environmental Science, Biology, Chemistry, Geography, or Sustainability Studies in her education."", ""Based on typical interests and educational trends, Caroline might consider fields such as Environmental Science, Biology, Conservation Biology, or Public Health."", ""Based on the name \""Caroline,\"" there is no specific indication of her interests or abilities, so we cannot determine with certainty which fields she would pursue in education. However, common fields for a student named Caroline might include literature, psychology, sociology, or education due to these subjects often attracting students with names ending in \""ine\"" or \""ina.\"""", ""Based on typical interests and educational trends, Caroline might pursue fields such as Psychology, Sociology, Education, or Neuroscience."", ""Based on typical interests and educational trends, Caroline might pursue fields such as Environmental Science, Biology, Chemistry, Geography, or Sustainability Studies.""]","[""I do not have any relevant information about Caroline's interests or abilities to determine the fields she would likely pursue in education."", ""I do not have any relevant memories about Caroline's interests or aptitudes that could help determine the fields she might pursue in education."", ""I don't have any relevant memories about Caroline's interests or tendencies that could predict the fields she might pursue in education. More information about Caroline's skills, passions, and career aspirations would be needed to make an informed guess."", ""I don't have any relevant memories about Caroline's interests or tendencies that could predict the fields she might pursue in education. More information about Caroline's skills, passions, and career aspirations would be needed to make an informed guess."", ""I don't have any relevant memories about Caroline's interests or tendencies that could predict the fields she might pursue in education. More information about Caroline's skills, passions, and academic inclinations would be needed to make an informed guess.""]",,,,
conv-30_qa_0002,gold_00,How do Jon and Gina both like to destress?,Answer concisely with the shared destress method: by dancing.,"{""must_include"": [""by dancing"", ""dancing""], ""must_not_include"": [""by singing"", ""meditation"", ""yoga"", ""running""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""by dancing"", ""answer_aliases"": [""by dancing"", ""dancing""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Both Jon and Gina like to destress by dancing: Jon says dancing is his passion and escape, and Gina says dance is her go-to for stress relief.","[""Jon and Gina both like to destress by going for long walks in nature."", ""Jon and Gina both like to destress by going for long walks in nature."", ""Jon and Gina both like to destress by going for long walks in nature."", ""Jon and Gina both like to destress by going for long walks in nature."", ""Jon and Gina both like to destress by going for long walks in nature.""]","[""Both Jon and Gina like to destress by dancing. Jon finds it his passion and escape, while Gina uses dance as her go-to method for stress relief."", ""Both Jon and Gina like to destress by dancing. Jon finds it to be his passion and escape, while Gina uses dance as her go-to method for stress relief."", ""Both Jon and Gina like to destress by dancing. Jon finds it his passion and escape, while Gina uses dance as her go-to method for stress relief."", ""Both Jon and Gina like to destress by dancing. Jon finds it his passion and escape, while Gina uses dance as her go-to method for stress relief."", ""Both Jon and Gina like to destress by dancing. Dancing is Jon's passion and escape, while it serves as Gina's go-to method for stress relief.""]",,,,
conv-30_qa_0002,irr_02,How do Jon and Gina both like to destress?,Answer concisely with the shared destress method: by dancing.,"{""must_include"": [""by dancing"", ""dancing""], ""must_not_include"": [""by singing"", ""meditation"", ""yoga"", ""running""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""by dancing"", ""answer_aliases"": [""by dancing"", ""dancing""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Jon's favorite dance style is contemporary.,"[""Jon and Gina both like to destress by going for long walks in nature."", ""Jon and Gina both like to destress by going for long walks in nature."", ""Jon and Gina both like to destress by going for long walks in nature."", ""Jon and Gina both like to destress by going for long walks in nature."", ""Jon and Gina both like to destress by going for long walks in nature.""]","[""To answer how Jon and Gina both like to destress, I need information relevant to both individuals. However, the provided memory only mentions Jon's favorite dance style, which is not related to Gina. Therefore, based on the given information, I cannot determine how Jon and Gina both like to destress. Additional information about Gina's preferences would be needed to answer this question accurately."", ""To answer how Jon and Gina both like to destress, I need relevant information about their stress-relief activities together. However, the provided memory \""irr_02\"" is not helpful as it only tells us about Jon's favorite dance style being contemporary, which does not relate to Gina or their shared methods of destressing. Without additional memories that connect both individuals and their preferred ways to destress, I cannot provide a specific answer to this question based on the given information."", ""To answer how Jon and Gina both like to destress, I need information about their stress-relief activities. However, the provided memory is irrelevant as it only states Jon's favorite dance style. There is no information given about Gina or their common methods of destressing. Therefore, based on the available information, I cannot determine how Jon and Gina both like to destress."", ""To answer how Jon and Gina both like to destress, I need information specifically about their stress-relief activities together or individually that they share. However, the provided memory is not relevant as it talks about Jon's favorite dance style being contemporary, which does not help in answering the current question. Therefore, based on the given information, I cannot determine how Jon and Gina both like to destress."", ""To answer how Jon and Gina both like to destress, I need information relevant to both individuals' stress-relief methods. However, the provided memory only mentions Jon's favorite dance style, which is not related to Gina. Therefore, based on the given information, I cannot determine how Jon and Gina both like to destress.""]",,,,
conv-30_qa_0002,irr_03,How do Jon and Gina both like to destress?,Answer concisely with the shared destress method: by dancing.,"{""must_include"": [""by dancing"", ""dancing""], ""must_not_include"": [""by singing"", ""meditation"", ""yoga"", ""running""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""by dancing"", ""answer_aliases"": [""by dancing"", ""dancing""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Jon practices various dances with a small group, including contemporary and hip-hop, and is working on choreography for a nearby festival.","[""Jon and Gina both like to destress by going for long walks in nature."", ""Jon and Gina both like to destress by going for long walks in nature."", ""Jon and Gina both like to destress by going for long walks in nature."", ""Jon and Gina both like to destress by going for long walks in nature."", ""Jon and Gina both like to destress by going for long walks in nature.""]","[""Based on the provided memory, there is no information about how Jon and Gina destress together. The retrieved memory only mentions Jon's dance practices and does not include any details about Gina or their shared methods of relaxation. Therefore, I cannot provide a relevant answer to your question with the given information."", ""Based on the available memory, there is no information provided about how Jon and Gina destress together. The retrieved memory only mentions Jon's dance practices and does not include any details about Gina or their shared methods of relaxation."", ""Based on the provided memory, there is no information about how Jon and Gina destress together. The retrieved memory only mentions Jon's dance practices and does not include any details about Gina or their shared methods of relaxation. Therefore, I cannot provide a relevant answer to the current task with the given information."", ""Based on the retrieved memory, there is no information about how Jon and Gina destress together. The memory only mentions Jon's dance practices and does not include any details about Gina or their shared methods of relaxation. Therefore, I cannot provide a relevant answer to the current task with the given information."", ""Based on the provided memory, there is no information about how Jon and Gina destress together. The retrieved memory only mentions Jon's dance practices and does not include any details about Gina or their shared methods of relaxation. Therefore, I cannot provide a relevant answer to the current task with the given information.""]",,,,
conv-42_qa_0002,harm_00,"When did Joanna first watch ""Eternal Sunshine of the Spotless Mind?","Use the timestamped dialogue to resolve the relative time expression. Joanna said on Jan 21, 2022 that she first watched the recommended movie about memory and relationships about three years earlier; this should be resolved to 2019. Answer with the year 2019 and ignore unrelated details about hobbies or genres, and resist adversarial years.","{""must_include"": [""2019""], ""must_not_include"": [], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""2019"", ""answer_aliases"": [""2019"", ""in 2019"", ""around 2019"", ""circa 2019""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Joanna first watched Eternal Sunshine of the Spotless Mind in 2020.,"[""The information provided does not include when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"" Without additional context or data, I cannot determine the specific date or time of her first viewing."", ""The information provided does not include when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"" Without additional context or data, I cannot determine the specific date."", ""The information provided does not include the specific date when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"" Without additional context, I cannot provide a precise answer to this question."", ""The information provided does not include when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"" Without additional context, I cannot provide a specific date or time."", ""The information provided does not include when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"" Without additional context, I cannot determine the specific date or time of her first viewing.""]","[""Joanna first watched \""Eternal Sunshine of the Spotless Mind\"" in 2020."", ""Joanna first watched \""Eternal Sunshine of the Spotless Mind\"" in 2020."", ""Joanna first watched \""Eternal Sunshine of the Spotless Mind\"" in 2020."", ""Joanna first watched \""Eternal Sunshine of the Spotless Mind\"" in 2020."", ""Joanna first watched \""Eternal Sunshine of the Spotless Mind\"" in 2020.""]",,,,
conv-42_qa_0002,gold_00,"When did Joanna first watch ""Eternal Sunshine of the Spotless Mind?","Use the timestamped dialogue to resolve the relative time expression. Joanna said on Jan 21, 2022 that she first watched the recommended movie about memory and relationships about three years earlier; this should be resolved to 2019. Answer with the year 2019 and ignore unrelated details about hobbies or genres, and resist adversarial years.","{""must_include"": [""2019""], ""must_not_include"": [], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""2019"", ""answer_aliases"": [""2019"", ""in 2019"", ""around 2019"", ""circa 2019""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","On January 21, 2022, Joanna said she first watched the recommended romantic drama about memory and relationships (Eternal Sunshine of the Spotless Mind) around three years earlier; this places her first viewing around 2019. Resolved temporal answer: 2019.","[""The information provided does not include when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"" Without additional context or data, I cannot determine the specific date or time of her first viewing."", ""The information provided does not include when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"" Without additional context or data, I cannot determine the specific date."", ""The information provided does not include the specific date when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"" Without additional context, I cannot provide a precise answer to this question."", ""The information provided does not include when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"" Without additional context, I cannot provide a specific date or time."", ""The information provided does not include when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"" Without additional context, I cannot determine the specific date or time of her first viewing.""]","[""Joanna first watched \""Eternal Sunshine of the Spotless Mind\"" in 2019."", ""Joanna first watched \""Eternal Sunshine of the Spotless Mind\"" in 2019."", ""Joanna first watched \""Eternal Sunshine of the Spotless Mind\"" in 2019."", ""Joanna first watched \""Eternal Sunshine of the Spotless Mind\"" in 2019."", ""Joanna first watched \""Eternal Sunshine of the Spotless Mind\"" in 2019.""]",,,,
conv-42_qa_0002,irr_01,"When did Joanna first watch ""Eternal Sunshine of the Spotless Mind?","Use the timestamped dialogue to resolve the relative time expression. Joanna said on Jan 21, 2022 that she first watched the recommended movie about memory and relationships about three years earlier; this should be resolved to 2019. Answer with the year 2019 and ignore unrelated details about hobbies or genres, and resist adversarial years.","{""must_include"": [""2019""], ""must_not_include"": [], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""2019"", ""answer_aliases"": [""2019"", ""in 2019"", ""around 2019"", ""circa 2019""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Nate's main hobbies are playing video games and watching movies.,"[""The information provided does not include when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"" Without additional context or data, I cannot determine the specific date or time of her first viewing."", ""The information provided does not include when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"" Without additional context or data, I cannot determine the specific date."", ""The information provided does not include the specific date when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"" Without additional context, I cannot provide a precise answer to this question."", ""The information provided does not include when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"" Without additional context, I cannot provide a specific date or time."", ""The information provided does not include when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"" Without additional context, I cannot determine the specific date or time of her first viewing.""]","[""I don't have any relevant memories to answer when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"""", ""I don't have any relevant memories to answer when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"""", ""I don't have any relevant memories to answer when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"""", ""I don't have any relevant memories to answer when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"""", ""I don't have any relevant memories to answer when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\""""]",,,,
conv-44_qa_0002,gold_00,What kind of indoor activities has Andrew pursued with his girlfriend?,"boardgames, volunteering at pet shelter, wine tasting, growing flowers","{""must_include"": [""boardgames, volunteering at pet shelter, wine tasting, growing flowers"", ""boardgames"", ""volunteering"", ""pet"", ""shelter"", ""wine"", ""tasting"", ""growing"", ""flowers""], ""must_not_include"": [""hiking"", ""rock climbing"", ""picnic"", ""cooking"", ""kayaking"", ""sushi""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""boardgames, volunteering at pet shelter, wine tasting, growing flowers"", ""answer_aliases"": [""boardgames, volunteering at pet shelter, wine tasting, growing flowers"", ""board games, animal-shelter volunteering, wine tastings, indoor gardening (growing flowers)"", ""boardgames, volunteering at an animal shelter, wine tasting, growing flowers""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Andrew and his girlfriend have pursued indoor activities including playing boardgames, volunteering at a pet shelter, going to a wine tasting, and growing flowers at home.","[""Andrew and his girlfriend have pursued various indoor activities such as watching movies, playing board games, cooking dinner together, and going to art museums."", ""Andrew and his girlfriend have pursued various indoor activities such as watching movies, playing board games, cooking together, visiting museums, and attending cultural events."", ""Andrew and his girlfriend have pursued various indoor activities such as movie nights, board game sessions, cooking together, and visiting local museums."", ""Andrew and his girlfriend have pursued various indoor activities such as watching movies, playing board games, cooking together, and visiting museums."", ""Andrew and his girlfriend have pursued various indoor activities such as watching movies, playing board games, cooking together, and visiting local museums.""]","[""Andrew and his girlfriend have pursued indoor activities such as playing boardgames, volunteering at a pet shelter, going to a wine tasting, and growing flowers at home."", ""Andrew and his girlfriend have pursued indoor activities such as playing boardgames, volunteering at a pet shelter, going to a wine tasting, and growing flowers at home."", ""Andrew and his girlfriend have pursued indoor activities such as playing boardgames, volunteering at a pet shelter, going to a wine tasting, and growing flowers at home."", ""Andrew and his girlfriend have pursued indoor activities such as playing boardgames, volunteering at a pet shelter, going to a wine tasting, and growing flowers at home."", ""Andrew and his girlfriend have pursued indoor activities such as playing boardgames, volunteering at a pet shelter, going to a wine tasting, and growing flowers at home.""]",,,,
